"region2","year","co2","population","gdp","gdp_per_capita","co2_per_capita","accumulated_co2"
"developed (excluding eastern block)",1999,11748865036.6667,912740286.666667,30688697.846,33619.3161584918,12.8721012726541,284282348193.333
"developed (excluding eastern block)",2000,11880329963.3333,917816220.666667,31752117.4516667,34591.4653620986,12.9436572003233,296162678156.667
"developed (excluding eastern block)",2001,11983645530,922893226,32669577.9273333,35396.3675857604,12.9846922266704,308146323686.667
"developed (excluding eastern block)",2002,12077311260,928011922.333333,33396787.0226667,35986.2927892497,13.0144291078482,320223634946.667
"developed (excluding eastern block)",2003,12142024153.3333,933191292,33944930.6726667,36373.5564669171,13.0110631265182,332365659100
"developed (excluding eastern block)",2004,12263438936.6667,938504319.333333,34688052.347,36958.1925150206,13.0666733494519,344629098036.667
"developed (excluding eastern block)",2005,12366703886.6667,943983017.333333,35593677.865,37702.4996853758,13.1006076340457,356995801923.333
"developed (excluding eastern block)",2006,12378693526.6667,949572444,36611804.6913333,38552.882823412,13.0365381782102,369374495450
"developed (excluding eastern block)",2007,12384559316.6667,955363370,37569683.4516667,39321.8883942774,12.9634937504584,381759054766.667
"developed (excluding eastern block)",2008,12259734936.6667,961358192.333333,38229692.0536667,39765.3053139486,12.7535076417339,394018789703.333
"developed (excluding eastern block)",2009,11877053606.6667,967354101,38104445.6016667,39393.9940978875,12.2807921507138,405895843310
"developed (excluding eastern block)",2010,11584118053.3333,973004010,38015449.6473333,39071.6836936006,11.906739562637,417479961363.333
"developed (excluding eastern block)",2011,11352114420,978216487,38112500.4763333,38959.0649865659,11.6048191803704,428832075783.333
"developed (excluding eastern block)",2012,11342259483.3333,983131282.666667,38808133.5576667,39472.8378442162,11.5377139048723,440174335266.667
"developed (excluding eastern block)",2013,11226054780,987812696.666667,39358326.5236667,39842.8736079112,11.3649550899611,451400390046.667
"developed (excluding eastern block)",2014,11119357200,992263679.333333,39976766.4196667,40286.93751427,11.2063734169087,462519747246.667
"developed (excluding eastern block)",2015,11027331240,996495632.333333,40770925.9483333,40912.249909504,11.0666880941913,473547078486.667
"developed (excluding eastern block)",2016,10861056836.6667,1000663962.66667,41620284.9573333,41590.7615309707,10.8544244653922,484408135323.333
"developed (excluding eastern block)",2017,10740430620,1004854999.66667,42555418.1486667,42347.7774210779,10.6889624993375,495148565943.333
